server_id,platform_server_id,inner_server_ip,server_path,server_db_name,server_db_ip,platform,db_port,gm_port,out_server_ip,status,01
s407,9166wan_s22,10.6.5.72,data/xy/shengbei_s407_9407,shengbei_lianyun_s407,10.6.3.39,9166wan,3306,33514,42.62.26.73,running,37
s408,ailiuwa_s19,10.6.1.121,data/xy/shengbei_s408_9408,shengbei_lianyun_s408,10.6.3.39,ailiuwa,3306,32414,42.62.56.250,running,31
s409,ailiuwa_s20,10.6.1.121,data/xy/shengbei_s409_9409,shengbei_lianyun_s409,10.6.3.39,ailiuwa,3306,32414,42.62.56.250,running,32
s410,91wan_s22,10.6.1.121,data/xy/shengbei_s410_9410,shengbei_lianyun_s410,10.6.3.39,91wan,3306,32314,42.62.56.250,running,33
s411,360_s54,10.6.1.121,data/xy/shengbei_s411_9411,shengbei_lianyun_s411,10.6.3.39,360,3306,32414,42.62.56.250,running,34
s412,1717in_s28,10.6.1.121,data/xy/shengbei_s412_9412,shengbei_lianyun_s412,10.6.3.39,1717in,3306,36214,42.62.56.250,running,35
s413,1717in_s29,10.6.1.121,data/xy/shengbei_s413_9413,shengbei_lianyun_s413,10.6.3.39,1717in,3306,36214,42.62.56.250,running,36
s414,ailiuwa_s21,10.6.1.121,data/xy/shengbei_s414_9414,shengbei_lianyun_s414,10.6.3.39,ailiuwa,3306,32414,42.62.56.250,running,37
s415,ailiuwa_s22,10.6.1.121,data/xy/shengbei_s415_9415,shengbei_lianyun_s415,10.6.3.39,ailiuwa,3306,32414,42.62.56.250,running,38
s416,91wan_s23,10.6.1.121,data/xy/shengbei_s416_9416,shengbei_lianyun_s416,10.6.3.39,91wan,3306,32314,42.62.56.250,running,39
s417,9166wan_s23,10.6.1.121,data/xy/shengbei_s417_9417,shengbei_lianyun_s417,10.6.3.39,9166wan,3306,33514,42.62.56.250,running,40
s418,9166wan_s24,10.6.1.121,data/xy/shengbei_s418_9418,shengbei_lianyun_s418,10.6.3.39,9166wan,3306,33514,42.62.56.250,running,41
s419,zhigame_s17,10.6.7.157,data/xy/shengbei_s419_9419,shengbei_lianyun_s419,10.6.3.39,zhigame,3306,35614,42.62.56.227,running,28
